timeStamp,elapsed,label,responseCode,responseMessage,threadName,dataType,success,failureMessage,bytes,sentBytes,grpThreads,allThreads,URL,Latency,IdleTime,Connect
1564640395737,155,Authenticate-1,200,,Thread Group - Cash Application View 2-3,,true,,35631,834,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/login/onAuthSuccess,114,0,0
1564640395848,112,AuthSuccess,200,,Thread Group - Cash Application View 2-1,,true,,35581,750,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/login/onAuthSuccess,111,0,0
1564640395642,317,Authenticate Login,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,71638,2473,3,3,null,163,1,0
1564640395892,111,AuthSuccess,200,,Thread Group - Cash Application View 2-3,,true,,35612,750,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/login/onAuthSuccess,109,0,0
1564640395684,318,Authenticate Login,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,71703,2473,3,3,null,161,2,0
1564640395961,182,Click View Link,200,,Thread Group - Cash Application View 2-1,,true,,39213,801,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/workbench/views/showViews?menuId=1&pageId=3&_pageLabel=page_workbench_views&MLMenu=true,44,0,0
1564640395961,182,Click Views,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,39213,801,3,3,null,44,1,0
1564640396004,143,Click View Link,200,,Thread Group - Cash Application View 2-3,,true,,39249,801,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/workbench/views/showViews?menuId=1&pageId=3&_pageLabel=page_workbench_views&MLMenu=true,141,0,0
1564640396004,143,Click Views,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,39249,801,3,3,null,141,0,0
1564640396144,102,Click Cash Application View,200,,Thread Group - Cash Application View 2-1,text,true,,64838,718,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/cas/cashAppSearchAction.do?_pageLabel=mil_page_cash_application_view&popupSearch=false&sourcePage=CASH_APP_VIEW,60,0,0
1564640396144,102,Click Cash Application View,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,64838,718,3,3,null,60,0,0
1564640396147,101,Click Cash Application View,200,,Thread Group - Cash Application View 2-3,text,true,,64861,718,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/cas/cashAppSearchAction.do?_pageLabel=mil_page_cash_application_view&popupSearch=false&sourcePage=CASH_APP_VIEW,60,0,0
1564640396147,101,Click Cash Application View,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,64861,718,3,3,null,60,0,0
1564640396248,59,Search CAView,200,,Thread Group - Cash Application View 2-3,text,true,,376,823,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/cas/searchAutoCompleteAction.do?q=aafes&limit=10&timestamp=1559554438608&method=searchCustomer&searchType=936&sortBy=10&sortOrder=2,59,0,0
1564640396248,59,Search View,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,376,823,3,3,null,59,0,0
1564640396246,61,Search CAView,200,,Thread Group - Cash Application View 2-1,text,true,,376,823,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/cas/searchAutoCompleteAction.do?q=aafes&limit=10&timestamp=1559554438608&method=searchCustomer&searchType=936&sortBy=10&sortOrder=2,61,0,0
1564640396246,61,Search View,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,376,823,3,3,null,61,0,0
1564640396308,139,Search View Results,200,,Thread Group - Cash Application View 2-1,text,true,,64882,1626,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/cas/cashAppSearchAction.do,135,0,0
1564640396307,139,Search View Results,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,64882,1626,3,3,null,135,1,0
1564640396307,147,Search View Results,200,,Thread Group - Cash Application View 2-3,text,true,,64956,1626,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/cas/cashAppSearchAction.do,143,0,0
1564640396307,147,Search View Results,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,64956,1626,3,3,null,143,1,0
1564640396447,92,Click Logout,200,,Thread Group - Cash Application View 2-1,,true,,13160,1456,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login?logout=true,42,0,0
1564640396447,42,Click Logout-0,302,,Thread Group - Cash Application View 2-1,,true,,357,720,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/j_spring_security_logout,42,0,0
1564640396489,50,Click Logout-1,200,,Thread Group - Cash Application View 2-1,,true,,12803,736,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login?logout=true,50,0,0
1564640396455,90,Click Logout,200,,Thread Group - Cash Application View 2-3,,true,,13160,1456,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login?logout=true,41,0,0
1564640396455,41,Click Logout-0,302,,Thread Group - Cash Application View 2-3,,true,,357,720,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/j_spring_security_logout,41,0,0
1564640396497,48,Click Logout-1,200,,Thread Group - Cash Application View 2-3,,true,,12803,736,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login?logout=true,48,0,0
1564640396539,48,Milo Login,200,,Thread Group - Cash Application View 2-1,,true,,12803,736,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login?logout=true,48,0,0
1564640396447,140,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,25963,2192,3,3,null,90,0,0
1564640396545,47,Milo Login,200,,Thread Group - Cash Application View 2-3,,true,,12803,736,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login?logout=true,47,0,0
1564640396455,137,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,25963,2192,3,3,null,88,1,0
1564640396587,171,Login URL,200,,Thread Group - Cash Application View 2-1,text,true,,1616,632,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/mil_ops/mil_dt,171,0,128
1564640396593,170,Login URL,200,,Thread Group - Cash Application View 2-3,text,true,,1616,632,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/mil_ops/mil_dt,170,0,128
1564640396758,44,Login URL,200,,Thread Group - Cash Application View 2-1,,true,,12803,712,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login,44,0,0
1564640396587,215,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,14419,1344,3,3,null,215,0,128
1564640396763,43,Login URL,200,,Thread Group - Cash Application View 2-3,,true,,12803,712,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login,43,0,0
1564640396593,213,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,14419,1344,3,3,null,213,1,128
1564640396802,213,Authenticate,200,,Thread Group - Cash Application View 2-1,,true,,36086,1723,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/login/onAuthSuccess,53,0,0
1564640396802,53,Authenticate-0,302,,Thread Group - Cash Application View 2-1,,true,,460,889,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/j_spring_security_check,53,0,0
1564640396855,160,Authenticate-1,200,,Thread Group - Cash Application View 2-1,,true,,35626,834,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/login/onAuthSuccess,120,0,0
1564640396807,241,Authenticate,200,,Thread Group - Cash Application View 2-3,,true,,36078,1723,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/login/onAuthSuccess,78,0,0
1564640396807,78,Authenticate-0,302,,Thread Group - Cash Application View 2-3,,true,,460,889,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/j_spring_security_check,78,0,0
1564640396885,163,Authenticate-1,200,,Thread Group - Cash Application View 2-3,,true,,35618,834,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/login/onAuthSuccess,123,0,0
1564640397016,234,AuthSuccess,200,,Thread Group - Cash Application View 2-1,,true,,35619,750,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/login/onAuthSuccess,232,0,0
1564640396802,447,Authenticate Login,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,71705,2473,3,3,null,285,1,0
1564640397049,208,AuthSuccess,200,,Thread Group - Cash Application View 2-3,,true,,35633,750,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/login/onAuthSuccess,205,0,0
1564640396807,449,Authenticate Login,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,71711,2473,3,3,null,283,1,0
1564640397251,82,Click View Link,200,,Thread Group - Cash Application View 2-1,,true,,39278,801,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/workbench/views/showViews?menuId=1&pageId=3&_pageLabel=page_workbench_views&MLMenu=true,43,0,0
1564640397250,82,Click Views,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,39278,801,3,3,null,43,2,0
1564640397257,84,Click View Link,200,,Thread Group - Cash Application View 2-3,,true,,39263,801,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/workbench/views/showViews?menuId=1&pageId=3&_pageLabel=page_workbench_views&MLMenu=true,44,0,0
1564640397257,84,Click Views,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,39263,801,3,3,null,44,0,0
1564640397334,62,Click Cash Application View,200,,Thread Group - Cash Application View 2-1,text,true,,64931,718,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/cas/cashAppSearchAction.do?_pageLabel=mil_page_cash_application_view&popupSearch=false&sourcePage=CASH_APP_VIEW,57,0,0
1564640397334,62,Click Cash Application View,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,64931,718,3,3,null,57,0,0
1564640397341,62,Click Cash Application View,200,,Thread Group - Cash Application View 2-3,text,true,,64905,718,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/cas/cashAppSearchAction.do?_pageLabel=mil_page_cash_application_view&popupSearch=false&sourcePage=CASH_APP_VIEW,56,0,0
1564640397341,62,Click Cash Application View,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,64905,718,3,3,null,56,0,0
1564640397403,179,Search CAView,200,,Thread Group - Cash Application View 2-3,text,true,,376,823,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/cas/searchAutoCompleteAction.do?q=aafes&limit=10&timestamp=1559554438608&method=searchCustomer&searchType=936&sortBy=10&sortOrder=2,179,0,0
1564640397403,179,Search View,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,376,823,3,3,null,179,0,0
1564640397396,197,Search CAView,200,,Thread Group - Cash Application View 2-1,text,true,,376,823,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/cas/searchAutoCompleteAction.do?q=aafes&limit=10&timestamp=1559554438608&method=searchCustomer&searchType=936&sortBy=10&sortOrder=2,196,0,0
1564640397396,197,Search View,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,376,823,3,3,null,196,0,0
1564640397583,131,Search View Results,200,,Thread Group - Cash Application View 2-3,text,true,,64970,1626,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/cas/cashAppSearchAction.do,125,0,0
1564640397582,131,Search View Results,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,64970,1626,3,3,null,125,1,0
1564640397593,124,Search View Results,200,,Thread Group - Cash Application View 2-1,text,true,,64982,1626,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/cas/cashAppSearchAction.do,119,0,0
1564640397593,124,Search View Results,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,64982,1626,3,3,null,119,1,0
1564640397714,94,Click Logout,200,,Thread Group - Cash Application View 2-3,,true,,13160,1456,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login?logout=true,43,0,0
1564640397714,43,Click Logout-0,302,,Thread Group - Cash Application View 2-3,,true,,357,720,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/j_spring_security_logout,43,0,0
1564640397757,51,Click Logout-1,200,,Thread Group - Cash Application View 2-3,,true,,12803,736,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login?logout=true,50,0,0
1564640397718,91,Click Logout,200,,Thread Group - Cash Application View 2-1,,true,,13160,1456,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login?logout=true,41,0,0
1564640397718,41,Click Logout-0,302,,Thread Group - Cash Application View 2-1,,true,,357,720,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/j_spring_security_logout,41,0,0
1564640397760,49,Click Logout-1,200,,Thread Group - Cash Application View 2-1,,true,,12803,736,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login?logout=true,48,0,0
1564640397808,49,Milo Login,200,,Thread Group - Cash Application View 2-3,,true,,12803,736,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login?logout=true,49,0,0
1564640397714,143,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,25963,2192,3,3,null,92,0,0
1564640397809,49,Milo Login,200,,Thread Group - Cash Application View 2-1,,true,,12803,736,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login?logout=true,49,0,0
1564640397718,140,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,25963,2192,3,3,null,90,0,0
1564640397858,167,Login URL,200,,Thread Group - Cash Application View 2-3,text,true,,1616,632,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/mil_ops/mil_dt,167,0,125
1564640397858,171,Login URL,200,,Thread Group - Cash Application View 2-1,text,true,,1616,632,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/mil_ops/mil_dt,171,0,128
1564640398025,43,Login URL,200,,Thread Group - Cash Application View 2-3,,true,,12803,712,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login,43,0,0
1564640397857,210,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,14419,1344,3,3,null,210,1,125
1564640398029,44,Login URL,200,,Thread Group - Cash Application View 2-1,,true,,12803,712,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login,44,0,0
1564640397858,215,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,14419,1344,3,3,null,215,1,128
1564640398068,209,Authenticate,200,,Thread Group - Cash Application View 2-3,,true,,36040,1723,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/login/onAuthSuccess,53,0,0
1564640398068,53,Authenticate-0,302,,Thread Group - Cash Application View 2-3,,true,,460,889,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/j_spring_security_check,53,0,0
1564640398121,156,Authenticate-1,200,,Thread Group - Cash Application View 2-3,,true,,35580,834,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/login/onAuthSuccess,118,0,0
1564640398074,210,Authenticate,200,,Thread Group - Cash Application View 2-1,,true,,36048,1723,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/login/onAuthSuccess,52,0,0
1564640398074,52,Authenticate-0,302,,Thread Group - Cash Application View 2-1,,true,,460,889,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/j_spring_security_check,52,0,0
1564640398126,158,Authenticate-1,200,,Thread Group - Cash Application View 2-1,,true,,35588,834,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/login/onAuthSuccess,119,0,0
1564640398278,110,AuthSuccess,200,,Thread Group - Cash Application View 2-3,,true,,35637,750,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/login/onAuthSuccess,108,0,0
1564640398068,319,Authenticate Login,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,71677,2473,3,3,null,161,2,0
1564640398285,110,AuthSuccess,200,,Thread Group - Cash Application View 2-1,,true,,35626,750,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/login/onAuthSuccess,108,0,0
1564640398074,320,Authenticate Login,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,71674,2473,3,3,null,160,1,0
1564640398395,47,Click View Link,200,,Thread Group - Cash Application View 2-1,,true,,39271,801,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/workbench/views/showViews?menuId=1&pageId=3&_pageLabel=page_workbench_views&MLMenu=true,44,0,0
1564640398395,47,Click Views,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,39271,801,3,3,null,44,0,0
1564640398389,80,Click View Link,200,,Thread Group - Cash Application View 2-3,,true,,39271,801,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/workbench/views/showViews?menuId=1&pageId=3&_pageLabel=page_workbench_views&MLMenu=true,42,0,0
1564640398389,80,Click Views,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,39271,801,3,3,null,42,0,0
1564640398469,60,Click Cash Application View,200,,Thread Group - Cash Application View 2-3,text,true,,64907,718,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/cas/cashAppSearchAction.do?_pageLabel=mil_page_cash_application_view&popupSearch=false&sourcePage=CASH_APP_VIEW,54,0,0
1564640398469,60,Click Cash Application View,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,64907,718,3,3,null,54,0,0
1564640398442,98,Click Cash Application View,200,,Thread Group - Cash Application View 2-1,text,true,,64877,718,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/cas/cashAppSearchAction.do?_pageLabel=mil_page_cash_application_view&popupSearch=false&sourcePage=CASH_APP_VIEW,56,0,0
1564640398442,98,Click Cash Application View,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,64877,718,3,3,null,56,0,0
1564640398529,56,Search CAView,200,,Thread Group - Cash Application View 2-3,text,true,,376,823,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/cas/searchAutoCompleteAction.do?q=aafes&limit=10&timestamp=1559554438608&method=searchCustomer&searchType=936&sortBy=10&sortOrder=2,56,0,0
1564640398529,56,Search View,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,376,823,3,3,null,56,0,0
1564640398540,56,Search CAView,200,,Thread Group - Cash Application View 2-1,text,true,,376,823,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/cas/searchAutoCompleteAction.do?q=aafes&limit=10&timestamp=1559554438608&method=searchCustomer&searchType=936&sortBy=10&sortOrder=2,56,0,0
1564640398540,56,Search View,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,376,823,3,3,null,56,0,0
1564640398585,124,Search View Results,200,,Thread Group - Cash Application View 2-3,text,true,,64956,1626,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/cas/cashAppSearchAction.do,119,0,0
1564640398585,124,Search View Results,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,64956,1626,3,3,null,119,0,0
1564640398596,124,Search View Results,200,,Thread Group - Cash Application View 2-1,text,true,,64969,1626,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/cas/cashAppSearchAction.do,119,0,0
1564640398596,124,Search View Results,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,64969,1626,3,3,null,119,0,0
1564640398710,89,Click Logout,200,,Thread Group - Cash Application View 2-3,,true,,13160,1456,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login?logout=true,41,0,0
1564640398710,41,Click Logout-0,302,,Thread Group - Cash Application View 2-3,,true,,357,720,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/j_spring_security_logout,41,0,0
1564640398751,48,Click Logout-1,200,,Thread Group - Cash Application View 2-3,,true,,12803,736,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login?logout=true,48,0,0
1564640398720,90,Click Logout,200,,Thread Group - Cash Application View 2-1,,true,,13160,1456,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login?logout=true,42,0,0
1564640398720,42,Click Logout-0,302,,Thread Group - Cash Application View 2-1,,true,,357,720,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/j_spring_security_logout,42,0,0
1564640398762,48,Click Logout-1,200,,Thread Group - Cash Application View 2-1,,true,,12803,736,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login?logout=true,48,0,0
1564640398799,47,Milo Login,200,,Thread Group - Cash Application View 2-3,,true,,12803,736,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login?logout=true,47,0,0
1564640398709,136,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,25963,2192,3,3,null,88,1,0
1564640398811,47,Milo Login,200,,Thread Group - Cash Application View 2-1,,true,,12803,736,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login?logout=true,47,0,0
1564640398720,137,Logout,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,25963,2192,3,3,null,89,1,0
1564640398846,174,Login URL,200,,Thread Group - Cash Application View 2-3,text,true,,1616,632,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/mil_ops/mil_dt,174,0,130
1564640398859,171,Login URL,200,,Thread Group - Cash Application View 2-1,text,true,,1616,632,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/mil_ops/mil_dt,171,0,129
1564640399020,44,Login URL,200,,Thread Group - Cash Application View 2-3,,true,,12803,712,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login,43,0,0
1564640398846,218,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,14419,1344,3,3,null,217,0,130
1564640399030,43,Login URL,200,,Thread Group - Cash Application View 2-1,,true,,12803,712,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/auth/login,43,0,0
1564640398858,214,Login,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,14419,1344,3,3,null,214,1,129
1564640399064,221,Authenticate,200,,Thread Group - Cash Application View 2-3,,true,,36105,1723,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/login/onAuthSuccess,54,0,0
1564640399064,54,Authenticate-0,302,,Thread Group - Cash Application View 2-3,,true,,460,889,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/j_spring_security_check,54,0,0
1564640399118,167,Authenticate-1,200,,Thread Group - Cash Application View 2-3,,true,,35645,834,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/login/onAuthSuccess,126,0,0
1564640399074,214,Authenticate,200,,Thread Group - Cash Application View 2-1,,true,,36087,1723,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/login/onAuthSuccess,52,0,0
1564640399074,52,Authenticate-0,302,,Thread Group - Cash Application View 2-1,,true,,460,889,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/j_spring_security_check,52,0,0
1564640399126,162,Authenticate-1,200,,Thread Group - Cash Application View 2-1,,true,,35627,834,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/login/onAuthSuccess,122,0,0
1564640399288,115,AuthSuccess,200,,Thread Group - Cash Application View 2-1,,true,,35631,750,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/login/onAuthSuccess,112,0,0
1564640399073,329,Authenticate Login,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,71718,2473,3,3,null,164,1,0
1564640399286,117,AuthSuccess,200,,Thread Group - Cash Application View 2-3,,true,,35640,750,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/login/onAuthSuccess,115,0,0
1564640399064,338,Authenticate Login,200,"Number of samples in transaction : 2, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,71745,2473,3,3,null,169,1,0
1564640399404,46,Click View Link,200,,Thread Group - Cash Application View 2-3,,true,,39263,801,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/workbench/views/showViews?menuId=1&pageId=3&_pageLabel=page_workbench_views&MLMenu=true,43,0,0
1564640399403,46,Click Views,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,39263,801,3,3,null,43,1,0
1564640399403,83,Click View Link,200,,Thread Group - Cash Application View 2-1,,true,,39256,801,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/appmanager/milops/workbench/views/showViews?menuId=1&pageId=3&_pageLabel=page_workbench_views&MLMenu=true,43,0,0
1564640399403,83,Click Views,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,39256,801,3,3,null,43,1,0
1564640399487,60,Click Cash Application View,200,,Thread Group - Cash Application View 2-1,text,true,,64898,718,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/cas/cashAppSearchAction.do?_pageLabel=mil_page_cash_application_view&popupSearch=false&sourcePage=CASH_APP_VIEW,55,0,0
1564640399487,60,Click Cash Application View,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,64898,718,3,3,null,55,0,0
1564640399450,107,Click Cash Application View,200,,Thread Group - Cash Application View 2-3,text,true,,64892,718,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/cas/cashAppSearchAction.do?_pageLabel=mil_page_cash_application_view&popupSearch=false&sourcePage=CASH_APP_VIEW,65,0,0
1564640399450,107,Click Cash Application View,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,64892,718,3,3,null,65,0,0
1564640399548,56,Search CAView,200,,Thread Group - Cash Application View 2-1,text,true,,376,823,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/cas/searchAutoCompleteAction.do?q=aafes&limit=10&timestamp=1559554438608&method=searchCustomer&searchType=936&sortBy=10&sortOrder=2,56,0,0
1564640399548,56,Search View,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-1,,true,,376,823,3,3,null,56,0,0
1564640399557,57,Search CAView,200,,Thread Group - Cash Application View 2-3,text,true,,376,823,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/cas/searchAutoCompleteAction.do?q=aafes&limit=10&timestamp=1559554438608&method=searchCustomer&searchType=936&sortBy=10&sortOrder=2,57,0,0
1564640399557,57,Search View,200,"Number of samples in transaction : 1, number of failing samples : 0",Thread Group - Cash Application View 2-3,,true,,376,823,3,3,null,57,0,0
1564640399604,126,Search View Results,200,,Thread Group - Cash Application View 2-1,text,true,,64943,1626,3,3,https://mil.pp.matson.com/MIL_OPS_Portal/cas/cashAppSearchAction.do,121,0,0
